日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
2016/07/01 06:00:00,114.557,114.567,114.491,114.492,114.667,114.677,114.601,114.602
2016/07/01 06:01:00,114.492,114.53,114.486,114.525,114.602,114.64,114.596,114.635
2016/07/01 06:02:00,114.525,114.549,114.525,114.549,114.635,114.659,114.635,114.659
2016/07/01 06:03:00,114.549,114.58,114.461,114.546,114.659,114.69,114.571,114.656
2016/07/01 06:04:00,114.546,114.562,114.541,114.56,114.656,114.672,114.651,114.67
2016/07/01 06:05:00,114.56,114.591,114.552,114.568,114.67,114.701,114.662,114.678
2016/07/01 06:06:00,114.568,114.588,114.563,114.563,114.678,114.698,114.673,114.673
2016/07/01 06:07:00,114.563,114.574,114.56,114.569,114.673,114.684,114.67,114.679
2016/07/01 06:08:00,114.569,114.573,114.553,114.57,114.679,114.683,114.663,114.68
2016/07/01 06:09:00,114.57,114.579,114.567,114.579,114.68,114.689,114.677,114.689
2016/07/01 06:10:00,114.579,114.585,114.578,114.584,114.689,114.695,114.688,114.694
2016/07/01 06:11:00,114.584,114.602,114.582,114.599,114.694,114.702,114.688,114.698
2016/07/01 06:12:00,114.599,114.611,114.598,114.605,114.698,114.711,114.698,114.704
2016/07/01 06:13:00,114.605,114.634,114.605,114.616,114.704,114.734,114.704,114.715
2016/07/01 06:14:00,114.616,114.618,114.595,114.595,114.715,114.718,114.694,114.694
2016/07/01 06:15:00,114.595,114.612,114.589,114.601,114.694,114.711,114.688,114.701
2016/07/01 06:16:00,114.601,114.604,114.593,114.596,114.701,114.703,114.692,114.695
2016/07/01 06:17:00,114.596,114.601,114.536,114.544,114.695,114.7,114.631,114.643
2016/07/01 06:18:00,114.544,114.551,114.54,114.551,114.643,114.651,114.639,114.651
2016/07/01 06:19:00,114.551,114.568,114.547,114.563,114.651,114.667,114.641,114.662
2016/07/01 06:20:00,114.563,114.567,114.546,114.567,114.662,114.667,114.645,114.667
2016/07/01 06:21:00,114.567,114.57,114.549,114.566,114.667,114.669,114.646,114.662
2016/07/01 06:22:00,114.566,114.575,114.563,114.573,114.662,114.675,114.659,114.672
2016/07/01 06:23:00,114.573,114.61,114.573,114.601,114.672,114.708,114.669,114.698
2016/07/01 06:24:00,114.601,114.627,114.601,114.625,114.698,114.718,114.683,114.718
2016/07/01 06:25:00,114.625,114.63,114.604,114.606,114.718,114.721,114.694,114.706
2016/07/01 06:26:00,114.606,114.619,114.571,114.611,114.706,114.718,114.669,114.71
2016/07/01 06:27:00,114.611,114.629,114.6,114.627,114.71,114.729,114.7,114.727
2016/07/01 06:28:00,114.627,114.631,114.595,114.623,114.727,114.727,114.665,114.723
2016/07/01 06:29:00,114.623,114.646,114.619,114.646,114.723,114.742,114.718,114.741
2016/07/01 06:30:00,114.646,114.664,114.64,114.662,114.741,114.741,114.723,114.741
