日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
2016/04/14 06:00:00,123.256,123.257,123.244,123.244,123.281,123.31,123.278,123.302
2016/04/14 06:01:00,123.244,123.254,123.244,123.251,123.302,123.303,123.275,123.291
2016/04/14 06:02:00,123.251,123.264,123.248,123.259,123.291,123.297,123.284,123.284
2016/04/14 06:03:00,123.259,123.266,123.248,123.25,123.284,123.296,123.284,123.29
2016/04/14 06:04:00,123.25,123.274,123.25,123.261,123.29,123.306,123.283,123.301
2016/04/14 06:05:00,123.261,123.265,123.25,123.257,123.301,123.32,123.301,123.314
2016/04/14 06:06:00,123.257,123.284,123.252,123.253,123.314,123.326,123.306,123.312
2016/04/14 06:07:00,123.253,123.258,123.253,123.253,123.312,123.312,123.307,123.312
2016/04/14 06:08:00,123.253,123.259,123.243,123.246,123.312,123.312,123.295,123.295
2016/04/14 06:09:00,123.246,123.252,123.244,123.248,123.295,123.305,123.295,123.299
2016/04/14 06:10:00,123.248,123.278,123.246,123.275,123.299,123.313,123.275,123.281
2016/04/14 06:11:00,123.275,123.275,123.234,123.238,123.281,123.296,123.276,123.296
2016/04/14 06:12:00,123.238,123.297,123.237,123.296,123.296,123.32,123.286,123.302
2016/04/14 06:13:00,123.296,123.302,123.273,123.302,123.302,123.332,123.293,123.308
2016/04/14 06:14:00,123.302,123.302,123.276,123.278,123.308,123.327,123.304,123.327
2016/04/14 06:15:00,123.278,123.281,123.256,123.279,123.327,123.327,123.285,123.285
2016/04/14 06:16:00,123.279,123.279,123.254,123.254,123.285,123.308,123.285,123.306
2016/04/14 06:17:00,123.254,123.276,123.244,123.247,123.306,123.306,123.282,123.303
2016/04/14 06:18:00,123.247,123.269,123.245,123.269,123.303,123.303,123.275,123.275
2016/04/14 06:19:00,123.269,123.27,123.244,123.247,123.275,123.297,123.275,123.296
2016/04/14 06:20:00,123.247,123.268,123.241,123.263,123.296,123.297,123.268,123.269
2016/04/14 06:21:00,123.263,123.275,123.243,123.275,123.269,123.301,123.269,123.281
2016/04/14 06:22:00,123.275,123.276,123.242,123.269,123.281,123.299,123.27,123.275
2016/04/14 06:23:00,123.269,123.279,123.256,123.257,123.275,123.308,123.274,123.307
2016/04/14 06:24:00,123.257,123.278,123.254,123.257,123.307,123.307,123.282,123.306
2016/04/14 06:25:00,123.257,123.257,123.25,123.251,123.306,123.306,123.303,123.304
2016/04/14 06:26:00,123.251,123.284,123.251,123.257,123.304,123.318,123.29,123.311
2016/04/14 06:27:00,123.257,123.26,123.257,123.26,123.311,123.314,123.311,123.314
2016/04/14 06:28:00,123.26,123.282,123.257,123.257,123.314,123.315,123.288,123.309
