日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
2016/05/27 06:00:00,122.851,122.851,122.844,122.844,122.876,122.876,122.869,122.869
2016/05/27 06:01:00,122.844,122.844,122.839,122.839,122.869,122.869,122.864,122.864
2016/05/27 06:02:00,122.839,122.846,122.819,122.844,122.864,122.874,122.848,122.869
2016/05/27 06:03:00,122.844,122.846,122.843,122.844,122.869,122.871,122.868,122.869
2016/05/27 06:04:00,122.844,122.849,122.844,122.848,122.869,122.874,122.869,122.873
2016/05/27 06:05:00,122.848,122.858,122.848,122.855,122.873,122.883,122.873,122.88
2016/05/27 06:06:00,122.855,122.86,122.85,122.853,122.88,122.9,122.88,122.893
2016/05/27 06:07:00,122.853,122.866,122.853,122.866,122.893,122.899,122.889,122.891
2016/05/27 06:08:00,122.866,122.866,122.843,122.843,122.891,122.899,122.887,122.888
2016/05/27 06:09:00,122.843,122.858,122.84,122.858,122.888,122.898,122.885,122.898
2016/05/27 06:10:00,122.858,122.874,122.852,122.868,122.898,122.898,122.872,122.874
2016/05/27 06:11:00,122.868,122.874,122.865,122.867,122.874,122.88,122.871,122.873
2016/05/27 06:12:00,122.867,122.87,122.862,122.869,122.873,122.876,122.868,122.875
2016/05/27 06:13:00,122.869,122.869,122.852,122.864,122.875,122.875,122.858,122.87
2016/05/27 06:14:00,122.864,122.864,122.857,122.861,122.87,122.87,122.863,122.867
2016/05/27 06:15:00,122.861,122.865,122.86,122.862,122.867,122.871,122.866,122.868
2016/05/27 06:16:00,122.862,122.862,122.859,122.86,122.868,122.868,122.865,122.866
2016/05/27 06:17:00,122.86,122.86,122.854,122.858,122.866,122.866,122.86,122.864
2016/05/27 06:18:00,122.858,122.858,122.854,122.858,122.864,122.864,122.86,122.864
2016/05/27 06:19:00,122.858,122.86,122.855,122.858,122.864,122.866,122.861,122.864
2016/05/27 06:20:00,122.858,122.86,122.855,122.855,122.864,122.866,122.861,122.861
2016/05/27 06:21:00,122.855,122.858,122.849,122.85,122.861,122.864,122.855,122.856
2016/05/27 06:22:00,122.85,122.85,122.845,122.846,122.856,122.856,122.851,122.852
2016/05/27 06:23:00,122.846,122.849,122.844,122.846,122.852,122.855,122.85,122.852
2016/05/27 06:24:00,122.846,122.847,122.84,122.843,122.852,122.853,122.846,122.849
2016/05/27 06:25:00,122.843,122.843,122.803,122.839,122.849,122.868,122.829,122.845
2016/05/27 06:26:00,122.839,122.845,122.811,122.811,122.845,122.879,122.845,122.874
2016/05/27 06:27:00,122.811,122.856,122.811,122.821,122.874,122.876,122.85,122.876
2016/05/27 06:28:00,122.821,122.847,122.815,122.847,122.876,122.876,122.849,122.853
2016/05/27 06:29:00,122.847,122.866,122.826,122.859,122.853,122.879,122.853,122.865
2016/05/27 06:30:00,122.859,122.866,122.816,122.846,122.865,122.896,122.841,122.852
2016/05/27 06:31:00,122.846,122.849,122.821,122.823,122.852,122.878,122.851,122.874
2016/05/27 06:32:00,122.823,122.848,122.821,122.845,122.874,122.877,122.851,122.851
2016/05/27 06:33:00,122.845,122.847,122.82,122.844,122.851,122.875,122.85,122.85
2016/05/27 06:34:00,122.844,122.845,122.819,122.82,122.85,122.877,122.85,122.876
2016/05/27 06:35:00,122.82,122.823,122.818,122.821,122.876,122.878,122.871,122.873
2016/05/27 06:36:00,122.821,122.847,122.819,122.824,122.873,122.876,122.85,122.876
2016/05/27 06:37:00,122.824,122.847,122.82,122.845,122.876,122.876,122.851,122.851
2016/05/27 06:38:00,122.845,122.849,122.844,122.847,122.851,122.855,122.85,122.853
2016/05/27 06:39:00,122.847,122.847,122.822,122.824,122.853,122.874,122.851,122.873
2016/05/27 06:40:00,122.824,122.824,122.822,122.823,122.873,122.874,122.872,122.872
2016/05/27 06:41:00,122.823,122.855,122.822,122.832,122.872,122.886,122.851,122.884
2016/05/27 06:42:00,122.832,122.856,122.828,122.856,122.884,122.887,122.861,122.862
2016/05/27 06:43:00,122.856,122.871,122.856,122.871,122.862,122.877,122.862,122.877
2016/05/27 06:44:00,122.871,122.879,122.868,122.878,122.877,122.885,122.874,122.884
2016/05/27 06:45:00,122.878,122.88,122.873,122.874,122.884,122.886,122.879,122.88
2016/05/27 06:46:00,122.874,122.874,122.854,122.854,122.88,122.88,122.86,122.86
2016/05/27 06:47:00,122.854,122.858,122.853,122.858,122.86,122.864,122.859,122.864
2016/05/27 06:48:00,122.858,122.867,122.836,122.836,122.864,122.89,122.864,122.889
2016/05/27 06:49:00,122.836,122.861,122.834,122.861,122.889,122.891,122.864,122.867
2016/05/27 06:50:00,122.861,122.861,122.835,122.84,122.867,122.893,122.865,122.891
2016/05/27 06:51:00,122.84,122.872,122.837,122.843,122.891,122.899,122.87,122.892
2016/05/27 06:52:00,122.843,122.864,122.827,122.827,122.892,122.894,122.861,122.88
2016/05/27 06:53:00,122.827,122.837,122.81,122.811,122.88,122.881,122.841,122.865
2016/05/27 06:54:00,122.811,122.846,122.811,122.845,122.865,122.873,122.843,122.851
2016/05/27 06:55:00,122.845,122.854,122.835,122.836,122.851,122.86,122.841,122.842
2016/05/27 06:56:00,122.836,122.842,122.834,122.842,122.842,122.848,122.84,122.848
2016/05/27 06:57:00,122.842,122.843,122.84,122.841,122.848,122.849,122.846,122.847
2016/05/27 06:58:00,122.841,122.841,122.839,122.841,122.847,122.847,122.845,122.847
2016/05/27 06:59:00,122.841,122.844,122.84,122.841,122.847,122.85,122.846,122.847
2016/05/27 07:00:00,122.841,122.844,122.828,122.836,122.847,122.85,122.834,122.842
2016/05/27 07:01:00,122.836,122.843,122.83,122.831,122.842,122.849,122.836,122.837
2016/05/27 07:02:00,122.831,122.833,122.83,122.83,122.837,122.839,122.836,122.836
2016/05/27 07:03:00,122.83,122.831,122.821,122.826,122.836,122.837,122.827,122.832
2016/05/27 07:04:00,122.826,122.828,122.824,122.827,122.832,122.834,122.83,122.833
2016/05/27 07:05:00,122.827,122.835,122.826,122.831,122.833,122.841,122.832,122.837
2016/05/27 07:06:00,122.831,122.834,122.823,122.823,122.837,122.84,122.829,122.829
2016/05/27 07:07:00,122.823,122.838,122.82,122.838,122.829,122.844,122.826,122.844
2016/05/27 07:08:00,122.838,122.85,122.838,122.846,122.844,122.856,122.844,122.852
2016/05/27 07:09:00,122.846,122.846,122.818,122.819,122.852,122.852,122.824,122.825
2016/05/27 07:10:00,122.819,122.849,122.814,122.838,122.825,122.855,122.82,122.844
2016/05/27 07:11:00,122.838,122.852,122.838,122.852,122.844,122.858,122.844,122.858
2016/05/27 07:12:00,122.852,122.854,122.832,122.835,122.858,122.86,122.838,122.841
2016/05/27 07:13:00,122.835,122.836,122.822,122.825,122.841,122.842,122.828,122.831
2016/05/27 07:14:00,122.825,122.834,122.818,122.821,122.831,122.84,122.824,122.827
2016/05/27 07:15:00,122.821,122.85,122.817,122.842,122.827,122.856,122.823,122.848
2016/05/27 07:16:00,122.842,122.852,122.839,122.839,122.848,122.858,122.845,122.845
2016/05/27 07:17:00,122.839,122.853,122.839,122.846,122.845,122.859,122.845,122.852
2016/05/27 07:18:00,122.846,122.855,122.846,122.853,122.852,122.861,122.852,122.859
2016/05/27 07:19:00,122.853,122.853,122.843,122.844,122.859,122.859,122.849,122.85
