日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
2016/07/08 06:00:00,111.471,111.478,111.425,111.446,111.591,111.592,111.502,111.522
2016/07/08 06:01:00,111.446,111.477,111.392,111.424,111.522,111.587,111.502,111.534
2016/07/08 06:02:00,111.424,111.572,111.333,111.503,111.534,111.648,111.444,111.58
2016/07/08 06:03:00,111.503,111.503,111.455,111.48,111.58,111.58,111.531,111.556
2016/07/08 06:04:00,111.48,111.524,111.424,111.481,111.556,111.6,111.5,111.557
2016/07/08 06:05:00,111.481,111.481,111.425,111.426,111.557,111.557,111.501,111.502
2016/07/08 06:06:00,111.426,111.446,111.423,111.442,111.502,111.523,111.499,111.515
2016/07/08 06:07:00,111.442,111.443,111.431,111.44,111.515,111.517,111.506,111.516
2016/07/08 06:08:00,111.44,111.441,111.43,111.434,111.516,111.516,111.506,111.51
2016/07/08 06:09:00,111.434,111.441,111.431,111.44,111.51,111.517,111.506,111.517
2016/07/08 06:10:00,111.44,111.471,111.432,111.454,111.517,111.548,111.505,111.53
2016/07/08 06:11:00,111.454,111.467,111.453,111.453,111.53,111.54,111.526,111.53
2016/07/08 06:12:00,111.453,111.455,111.437,111.437,111.53,111.532,111.513,111.513
2016/07/08 06:13:00,111.437,111.441,111.433,111.441,111.513,111.517,111.51,111.517
2016/07/08 06:14:00,111.441,111.441,111.44,111.44,111.517,111.517,111.517,111.517
2016/07/08 06:15:00,111.44,111.44,111.431,111.437,111.517,111.517,111.508,111.514
2016/07/08 06:16:00,111.437,111.458,111.435,111.457,111.514,111.534,111.511,111.534
2016/07/08 06:17:00,111.457,111.487,111.451,111.474,111.534,111.563,111.528,111.55
2016/07/08 06:18:00,111.474,111.474,111.455,111.455,111.55,111.55,111.531,111.531
2016/07/08 06:19:00,111.455,111.459,111.454,111.459,111.531,111.535,111.53,111.535
2016/07/08 06:20:00,111.459,111.459,111.459,111.459,111.535,111.535,111.535,111.535
2016/07/08 06:21:00,111.459,111.475,111.459,111.475,111.535,111.551,111.535,111.551
2016/07/08 06:22:00,111.475,111.475,111.474,111.474,111.551,111.551,111.55,111.55
2016/07/08 06:23:00,111.474,111.475,111.449,111.464,111.55,111.551,111.525,111.54
2016/07/08 06:24:00,111.464,111.464,111.439,111.445,111.54,111.54,111.514,111.519
2016/07/08 06:25:00,111.445,111.446,111.437,111.44,111.519,111.521,111.509,111.512
2016/07/08 06:26:00,111.44,111.448,111.438,111.444,111.512,111.524,111.512,111.52
2016/07/08 06:27:00,111.444,111.447,111.44,111.44,111.52,111.523,111.516,111.516
2016/07/08 06:28:00,111.44,111.446,111.437,111.44,111.516,111.522,111.514,111.516
2016/07/08 06:29:00,111.44,111.44,111.434,111.437,111.516,111.516,111.511,111.513
2016/07/08 06:30:00,111.437,111.443,111.434,111.44,111.513,111.521,111.513,111.516
2016/07/08 06:31:00,111.44,111.443,111.435,111.436,111.516,111.523,111.512,111.512
2016/07/08 06:32:00,111.436,111.44,111.432,111.433,111.512,111.516,111.502,111.503
2016/07/08 06:33:00,111.433,111.434,111.431,111.434,111.503,111.504,111.498,111.498
2016/07/08 06:34:00,111.434,111.439,111.434,111.437,111.498,111.503,111.498,111.502
2016/07/08 06:35:00,111.437,111.44,111.436,111.437,111.502,111.51,111.502,111.507
2016/07/08 06:36:00,111.437,111.439,111.424,111.427,111.507,111.509,111.494,111.497
2016/07/08 06:37:00,111.427,111.439,111.427,111.433,111.497,111.51,111.497,111.504
2016/07/08 06:38:00,111.433,111.442,111.432,111.438,111.504,111.509,111.501,111.504
2016/07/08 06:39:00,111.438,111.446,111.435,111.439,111.504,111.516,111.503,111.511
2016/07/08 06:40:00,111.439,111.442,111.435,111.442,111.511,111.513,111.503,111.512
2016/07/08 06:41:00,111.442,111.451,111.436,111.442,111.512,111.513,111.504,111.512
2016/07/08 06:42:00,111.442,111.445,111.438,111.441,111.512,111.517,111.509,111.513
2016/07/08 06:43:00,111.441,111.443,111.437,111.437,111.513,111.513,111.508,111.508
2016/07/08 06:44:00,111.437,111.441,111.431,111.441,111.508,111.509,111.492,111.492
2016/07/08 06:45:00,111.441,111.446,111.436,111.44,111.492,111.514,111.492,111.508
2016/07/08 06:46:00,111.44,111.442,111.436,111.436,111.508,111.51,111.504,111.509
2016/07/08 06:47:00,111.436,111.445,111.413,111.445,111.509,111.521,111.485,111.521
2016/07/08 06:48:00,111.445,111.447,111.419,111.42,111.521,111.523,111.496,111.496
2016/07/08 06:49:00,111.42,111.43,111.419,111.43,111.496,111.507,111.495,111.507
2016/07/08 06:50:00,111.43,111.431,111.418,111.429,111.507,111.507,111.495,111.505
2016/07/08 06:51:00,111.429,111.434,111.417,111.417,111.505,111.506,111.493,111.493
2016/07/08 06:52:00,111.417,111.455,111.416,111.452,111.493,111.504,111.486,111.495
2016/07/08 06:53:00,111.452,111.453,111.422,111.433,111.495,111.496,111.45,111.483
2016/07/08 06:54:00,111.433,111.44,111.418,111.42,111.483,111.504,111.483,111.483
2016/07/08 06:55:00,111.42,111.465,111.408,111.452,111.483,111.514,111.483,111.502
2016/07/08 06:56:00,111.452,111.455,111.437,111.453,111.502,111.506,111.485,111.504
2016/07/08 06:57:00,111.453,111.46,111.426,111.438,111.504,111.505,111.481,111.501
2016/07/08 06:58:00,111.438,111.439,111.416,111.416,111.501,111.507,111.492,111.493
2016/07/08 06:59:00,111.416,111.429,111.416,111.423,111.493,111.505,111.492,111.499
2016/07/08 07:00:00,111.423,111.455,111.414,111.453,111.499,111.539,111.498,111.519
2016/07/08 07:01:00,111.453,111.464,111.436,111.457,111.519,111.533,111.498,111.52
2016/07/08 07:02:00,111.457,111.457,111.449,111.453,111.52,111.523,111.508,111.513
2016/07/08 07:03:00,111.453,111.476,111.435,111.45,111.513,111.518,111.479,111.492
2016/07/08 07:04:00,111.45,111.473,111.403,111.429,111.492,111.499,111.44,111.442
2016/07/08 07:05:00,111.429,111.435,111.394,111.411,111.442,111.462,111.426,111.447
2016/07/08 07:06:00,111.411,111.434,111.405,111.422,111.447,111.453,111.432,111.435
2016/07/08 07:07:00,111.422,111.433,111.419,111.431,111.435,111.446,111.432,111.444
2016/07/08 07:08:00,111.431,111.431,111.422,111.426,111.444,111.444,111.435,111.439
