日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
2016/04/07 06:00:00,109.785,109.791,109.766,109.787,109.8,109.822,109.799,109.811
2016/04/07 06:01:00,109.787,109.789,109.786,109.788,109.811,109.813,109.81,109.812
2016/04/07 06:02:00,109.788,109.792,109.784,109.784,109.812,109.816,109.808,109.808
2016/04/07 06:03:00,109.784,109.802,109.784,109.802,109.808,109.817,109.808,109.817
2016/04/07 06:04:00,109.802,109.804,109.797,109.798,109.817,109.819,109.812,109.813
2016/04/07 06:05:00,109.798,109.8,109.776,109.776,109.813,109.82,109.8,109.8
2016/04/07 06:06:00,109.776,109.784,109.773,109.783,109.8,109.808,109.792,109.807
2016/04/07 06:07:00,109.783,109.787,109.777,109.779,109.807,109.822,109.806,109.815
2016/04/07 06:08:00,109.779,109.791,109.779,109.787,109.815,109.826,109.807,109.823
2016/04/07 06:09:00,109.787,109.787,109.772,109.777,109.823,109.823,109.797,109.813
2016/04/07 06:10:00,109.777,109.794,109.771,109.785,109.813,109.814,109.79,109.798
2016/04/07 06:11:00,109.785,109.787,109.78,109.78,109.798,109.8,109.787,109.787
2016/04/07 06:12:00,109.78,109.784,109.774,109.782,109.787,109.793,109.785,109.792
2016/04/07 06:13:00,109.782,109.791,109.776,109.78,109.792,109.812,109.79,109.79
2016/04/07 06:14:00,109.78,109.789,109.777,109.782,109.79,109.802,109.789,109.795
2016/04/07 06:15:00,109.782,109.783,109.775,109.779,109.795,109.796,109.788,109.792
2016/04/07 06:16:00,109.779,109.781,109.774,109.781,109.792,109.794,109.787,109.791
2016/04/07 06:17:00,109.781,109.799,109.777,109.795,109.791,109.806,109.788,109.802
2016/04/07 06:18:00,109.795,109.799,109.788,109.792,109.802,109.809,109.798,109.805
2016/04/07 06:19:00,109.792,109.805,109.787,109.791,109.805,109.816,109.796,109.798
2016/04/07 06:20:00,109.791,109.801,109.789,109.789,109.798,109.81,109.798,109.799
2016/04/07 06:21:00,109.789,109.796,109.787,109.787,109.799,109.806,109.797,109.797
2016/04/07 06:22:00,109.787,109.797,109.785,109.796,109.797,109.81,109.795,109.803
2016/04/07 06:23:00,109.796,109.797,109.783,109.796,109.803,109.813,109.796,109.809
2016/04/07 06:24:00,109.796,109.796,109.782,109.786,109.809,109.813,109.806,109.812
2016/04/07 06:25:00,109.786,109.79,109.785,109.789,109.812,109.817,109.811,109.816
2016/04/07 06:26:00,109.789,109.796,109.787,109.792,109.816,109.816,109.804,109.805
2016/04/07 06:27:00,109.792,109.793,109.781,109.786,109.805,109.806,109.793,109.799
2016/04/07 06:28:00,109.786,109.788,109.772,109.775,109.799,109.802,109.79,109.8
2016/04/07 06:29:00,109.775,109.783,109.772,109.773,109.8,109.802,109.791,109.799
2016/04/07 06:30:00,109.773,109.786,109.751,109.757,109.799,109.803,109.785,109.785
2016/04/07 06:31:00,109.757,109.767,109.746,109.755,109.785,109.79,109.763,109.768
2016/04/07 06:32:00,109.755,109.755,109.746,109.754,109.768,109.775,109.763,109.767
2016/04/07 06:33:00,109.754,109.769,109.745,109.763,109.767,109.779,109.765,109.776
2016/04/07 06:34:00,109.763,109.767,109.754,109.755,109.776,109.786,109.774,109.78
2016/04/07 06:35:00,109.755,109.764,109.749,109.753,109.78,109.783,109.767,109.778
2016/04/07 06:36:00,109.753,109.759,109.75,109.751,109.778,109.778,109.757,109.764
2016/04/07 06:37:00,109.751,109.754,109.749,109.752,109.764,109.767,109.761,109.762
