日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
2016/04/13 06:00:00,123.564,123.593,123.564,123.593,123.621,123.635,123.621,123.634
2016/04/13 06:01:00,123.593,123.593,123.579,123.583,123.634,123.638,123.623,123.633
2016/04/13 06:02:00,123.583,123.583,123.553,123.579,123.633,123.633,123.603,123.622
2016/04/13 06:03:00,123.579,123.582,123.562,123.582,123.622,123.648,123.62,123.648
2016/04/13 06:04:00,123.582,123.582,123.573,123.578,123.648,123.648,123.639,123.641
2016/04/13 06:05:00,123.578,123.579,123.546,123.566,123.641,123.646,123.6,123.628
2016/04/13 06:06:00,123.566,123.573,123.557,123.564,123.628,123.638,123.622,123.637
2016/04/13 06:07:00,123.564,123.564,123.552,123.557,123.637,123.637,123.622,123.63
2016/04/13 06:08:00,123.557,123.562,123.549,123.558,123.63,123.632,123.625,123.629
2016/04/13 06:09:00,123.558,123.562,123.547,123.549,123.629,123.637,123.618,123.623
2016/04/13 06:10:00,123.549,123.578,123.548,123.575,123.623,123.652,123.612,123.651
2016/04/13 06:11:00,123.575,123.577,123.556,123.559,123.651,123.652,123.625,123.634
2016/04/13 06:12:00,123.559,123.567,123.546,123.549,123.634,123.634,123.61,123.612
2016/04/13 06:13:00,123.549,123.554,123.538,123.554,123.612,123.624,123.594,123.621
2016/04/13 06:14:00,123.554,123.57,123.554,123.563,123.621,123.644,123.621,123.638
2016/04/13 06:15:00,123.563,123.576,123.562,123.563,123.638,123.646,123.636,123.639
2016/04/13 06:16:00,123.563,123.563,123.537,123.538,123.639,123.639,123.599,123.6
2016/04/13 06:17:00,123.538,123.542,123.533,123.54,123.6,123.605,123.59,123.605
2016/04/13 06:18:00,123.54,123.543,123.539,123.542,123.605,123.617,123.604,123.617
2016/04/13 06:19:00,123.542,123.544,123.541,123.543,123.617,123.618,123.613,123.618
2016/04/13 06:20:00,123.543,123.544,123.54,123.542,123.618,123.62,123.61,123.615
2016/04/13 06:21:00,123.542,123.62,123.541,123.603,123.615,123.693,123.615,123.678
2016/04/13 06:22:00,123.603,123.613,123.573,123.574,123.678,123.683,123.645,123.648
2016/04/13 06:23:00,123.574,123.599,123.568,123.599,123.648,123.674,123.642,123.674
2016/04/13 06:24:00,123.599,123.605,123.595,123.595,123.674,123.678,123.667,123.669
2016/04/13 06:25:00,123.595,123.615,123.593,123.614,123.669,123.689,123.667,123.688
2016/04/13 06:26:00,123.614,123.614,123.562,123.562,123.688,123.688,123.627,123.627
2016/04/13 06:27:00,123.562,123.571,123.562,123.566,123.627,123.642,123.627,123.641
2016/04/13 06:28:00,123.566,123.569,123.559,123.562,123.641,123.642,123.632,123.632
2016/04/13 06:29:00,123.562,123.562,123.554,123.557,123.632,123.633,123.627,123.632
2016/04/13 06:30:00,123.557,123.597,123.544,123.555,123.632,123.654,123.616,123.63
2016/04/13 06:31:00,123.555,123.598,123.554,123.569,123.63,123.647,123.615,123.615
2016/04/13 06:32:00,123.569,123.579,123.562,123.564,123.615,123.623,123.592,123.608
2016/04/13 06:33:00,123.564,123.589,123.559,123.58,123.608,123.632,123.606,123.626
2016/04/13 06:34:00,123.58,123.601,123.58,123.597,123.626,123.676,123.626,123.672
2016/04/13 06:35:00,123.597,123.597,123.563,123.578,123.672,123.673,123.611,123.647
2016/04/13 06:36:00,123.578,123.602,123.578,123.602,123.647,123.673,123.647,123.668
2016/04/13 06:37:00,123.602,123.603,123.583,123.588,123.668,123.672,123.653,123.653
2016/04/13 06:38:00,123.588,123.588,123.56,123.58,123.653,123.66,123.614,123.621
2016/04/13 06:39:00,123.58,123.586,123.549,123.567,123.621,123.636,123.617,123.631
2016/04/13 06:40:00,123.567,123.583,123.544,123.553,123.631,123.638,123.616,123.625
2016/04/13 06:41:00,123.553,123.561,123.55,123.561,123.625,123.632,123.622,123.631
2016/04/13 06:42:00,123.561,123.562,123.555,123.558,123.631,123.631,123.626,123.627
2016/04/13 06:43:00,123.558,123.56,123.555,123.558,123.627,123.63,123.625,123.628
2016/04/13 06:44:00,123.558,123.564,123.554,123.559,123.628,123.639,123.626,123.635
2016/04/13 06:45:00,123.559,123.572,123.559,123.566,123.635,123.647,123.631,123.641
2016/04/13 06:46:00,123.566,123.584,123.561,123.579,123.641,123.647,123.631,123.641
2016/04/13 06:47:00,123.579,123.584,123.568,123.578,123.641,123.648,123.632,123.637
2016/04/13 06:48:00,123.578,123.583,123.566,123.576,123.637,123.645,123.63,123.636
2016/04/13 06:49:00,123.576,123.589,123.569,123.57,123.636,123.654,123.636,123.645
2016/04/13 06:50:00,123.57,123.584,123.563,123.578,123.645,123.653,123.634,123.642
2016/04/13 06:51:00,123.578,123.597,123.562,123.571,123.642,123.666,123.63,123.646
2016/04/13 06:52:00,123.571,123.6,123.571,123.596,123.646,123.67,123.646,123.668
2016/04/13 06:53:00,123.596,123.61,123.593,123.605,123.668,123.676,123.66,123.676
2016/04/13 06:54:00,123.605,123.608,123.596,123.607,123.676,123.681,123.666,123.678
2016/04/13 06:55:00,123.607,123.615,123.601,123.605,123.678,123.683,123.674,123.68
2016/04/13 06:56:00,123.605,123.613,123.605,123.611,123.68,123.685,123.674,123.676
2016/04/13 06:57:00,123.611,123.615,123.606,123.606,123.676,123.684,123.673,123.676
2016/04/13 06:58:00,123.606,123.61,123.579,123.594,123.676,123.685,123.636,123.669
2016/04/13 06:59:00,123.594,123.617,123.593,123.613,123.669,123.686,123.668,123.684
2016/04/13 07:00:00,123.613,123.639,123.588,123.615,123.684,123.684,123.617,123.628
2016/04/13 07:01:00,123.615,123.615,123.596,123.601,123.628,123.628,123.609,123.614
2016/04/13 07:02:00,123.601,123.624,123.599,123.616,123.614,123.637,123.612,123.629
2016/04/13 07:03:00,123.616,123.625,123.605,123.61,123.629,123.638,123.618,123.623
2016/04/13 07:04:00,123.61,123.632,123.606,123.627,123.623,123.645,123.619,123.64
2016/04/13 07:05:00,123.627,123.658,123.621,123.655,123.64,123.671,123.634,123.668
2016/04/13 07:06:00,123.655,123.655,123.645,123.647,123.668,123.668,123.658,123.66
2016/04/13 07:07:00,123.647,123.652,123.642,123.652,123.66,123.665,123.655,123.665
2016/04/13 07:08:00,123.652,123.653,123.637,123.639,123.665,123.666,123.65,123.652
