日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
2016/02/16 07:00:00,127.779,127.797,127.63,127.796,127.899,127.906,127.75,127.895
2016/02/16 07:01:00,127.796,127.809,127.796,127.809,127.895,127.901,127.895,127.901
2016/02/16 07:02:00,127.809,127.86,127.784,127.801,127.901,127.953,127.876,127.893
2016/02/16 07:03:00,127.801,127.89,127.792,127.875,127.893,127.93,127.884,127.915
2016/02/16 07:04:00,127.875,127.878,127.798,127.802,127.915,127.948,127.879,127.886
2016/02/16 07:05:00,127.802,127.849,127.802,127.834,127.886,127.902,127.886,127.889
2016/02/16 07:06:00,127.834,127.838,127.811,127.819,127.889,127.909,127.873,127.886
2016/02/16 07:07:00,127.819,127.835,127.812,127.835,127.886,127.895,127.881,127.886
2016/02/16 07:08:00,127.835,127.843,127.833,127.837,127.886,127.899,127.884,127.89
2016/02/16 07:09:00,127.837,127.851,127.831,127.851,127.89,127.91,127.884,127.909
2016/02/16 07:10:00,127.851,127.879,127.849,127.879,127.909,127.91,127.883,127.892
2016/02/16 07:11:00,127.879,127.887,127.876,127.883,127.892,127.9,127.889,127.896
2016/02/16 07:12:00,127.883,127.883,127.838,127.859,127.896,127.909,127.869,127.872
2016/02/16 07:13:00,127.859,127.88,127.851,127.851,127.872,127.893,127.864,127.864
2016/02/16 07:14:00,127.851,127.872,127.846,127.87,127.864,127.885,127.859,127.883
2016/02/16 07:15:00,127.87,127.87,127.85,127.855,127.883,127.883,127.863,127.868
2016/02/16 07:16:00,127.855,127.86,127.852,127.853,127.868,127.873,127.865,127.866
2016/02/16 07:17:00,127.853,127.854,127.852,127.853,127.866,127.867,127.865,127.866
2016/02/16 07:18:00,127.853,127.857,127.847,127.854,127.866,127.87,127.86,127.867
2016/02/16 07:19:00,127.854,127.87,127.85,127.865,127.867,127.883,127.863,127.878
2016/02/16 07:20:00,127.865,127.875,127.858,127.866,127.878,127.888,127.871,127.879
2016/02/16 07:21:00,127.866,127.866,127.85,127.855,127.879,127.879,127.863,127.868
2016/02/16 07:22:00,127.855,127.856,127.847,127.849,127.868,127.869,127.86,127.862
2016/02/16 07:23:00,127.849,127.853,127.849,127.851,127.862,127.866,127.862,127.864
2016/02/16 07:24:00,127.851,127.856,127.851,127.853,127.864,127.869,127.864,127.866
2016/02/16 07:25:00,127.853,127.858,127.848,127.85,127.866,127.871,127.861,127.863
2016/02/16 07:26:00,127.85,127.851,127.821,127.829,127.863,127.864,127.834,127.842
2016/02/16 07:27:00,127.829,127.84,127.826,127.838,127.842,127.853,127.839,127.851
2016/02/16 07:28:00,127.838,127.84,127.838,127.84,127.851,127.853,127.851,127.853
2016/02/16 07:29:00,127.84,127.84,127.831,127.838,127.853,127.853,127.844,127.851
2016/02/16 07:30:00,127.838,127.841,127.827,127.836,127.851,127.854,127.84,127.849
2016/02/16 07:31:00,127.836,127.858,127.836,127.844,127.849,127.871,127.849,127.857
2016/02/16 07:32:00,127.844,127.845,127.837,127.843,127.857,127.858,127.85,127.856
2016/02/16 07:33:00,127.843,127.866,127.842,127.842,127.856,127.879,127.855,127.855
2016/02/16 07:34:00,127.842,127.866,127.836,127.862,127.855,127.879,127.849,127.875
2016/02/16 07:35:00,127.862,127.876,127.853,127.867,127.875,127.889,127.866,127.88
2016/02/16 07:36:00,127.867,127.867,127.855,127.858,127.88,127.88,127.868,127.871
2016/02/16 07:37:00,127.858,127.876,127.858,127.863,127.871,127.889,127.871,127.876
2016/02/16 07:38:00,127.863,127.876,127.861,127.871,127.876,127.889,127.874,127.884
2016/02/16 07:39:00,127.871,127.874,127.825,127.843,127.884,127.887,127.838,127.856
2016/02/16 07:40:00,127.843,127.847,127.828,127.835,127.856,127.86,127.841,127.848
2016/02/16 07:41:00,127.835,127.838,127.82,127.823,127.848,127.851,127.833,127.836
2016/02/16 07:42:00,127.823,127.848,127.818,127.825,127.836,127.861,127.831,127.838
2016/02/16 07:43:00,127.825,127.846,127.783,127.786,127.838,127.859,127.796,127.799
2016/02/16 07:44:00,127.786,127.843,127.786,127.823,127.799,127.856,127.799,127.836
2016/02/16 07:45:00,127.823,127.823,127.784,127.812,127.836,127.836,127.797,127.825
2016/02/16 07:46:00,127.812,127.814,127.783,127.813,127.825,127.827,127.796,127.826
2016/02/16 07:47:00,127.813,127.817,127.768,127.773,127.826,127.83,127.781,127.786
2016/02/16 07:48:00,127.773,127.814,127.773,127.8,127.786,127.827,127.786,127.813
2016/02/16 07:49:00,127.8,127.8,127.786,127.789,127.813,127.813,127.799,127.802
2016/02/16 07:50:00,127.789,127.789,127.779,127.779,127.802,127.802,127.792,127.792
2016/02/16 07:51:00,127.779,127.788,127.755,127.756,127.792,127.801,127.768,127.769
2016/02/16 07:52:00,127.756,127.782,127.753,127.767,127.769,127.795,127.766,127.78
2016/02/16 07:53:00,127.767,127.791,127.766,127.78,127.78,127.804,127.779,127.793
2016/02/16 07:54:00,127.78,127.787,127.76,127.764,127.793,127.8,127.773,127.777
2016/02/16 07:55:00,127.764,127.782,127.762,127.775,127.777,127.795,127.775,127.788
2016/02/16 07:56:00,127.775,127.783,127.769,127.775,127.788,127.796,127.782,127.788
2016/02/16 07:57:00,127.775,127.788,127.773,127.779,127.788,127.801,127.786,127.792
2016/02/16 07:58:00,127.779,127.788,127.771,127.771,127.792,127.801,127.784,127.784
2016/02/16 07:59:00,127.771,127.777,127.759,127.767,127.784,127.79,127.772,127.78
2016/02/16 08:00:00,127.767,127.787,127.758,127.773,127.78,127.8,127.771,127.786
2016/02/16 08:01:00,127.773,127.781,127.75,127.754,127.786,127.794,127.763,127.767
2016/02/16 08:02:00,127.754,127.766,127.737,127.745,127.767,127.779,127.75,127.758
2016/02/16 08:03:00,127.745,127.755,127.744,127.752,127.758,127.768,127.757,127.765
2016/02/16 08:04:00,127.752,127.797,127.752,127.795,127.765,127.81,127.765,127.808
2016/02/16 08:05:00,127.795,127.818,127.79,127.805,127.808,127.831,127.803,127.818
2016/02/16 08:06:00,127.805,127.813,127.789,127.79,127.818,127.826,127.802,127.803
2016/02/16 08:07:00,127.79,127.79,127.758,127.77,127.803,127.803,127.771,127.783
2016/02/16 08:08:00,127.77,127.781,127.76,127.772,127.783,127.794,127.773,127.785
2016/02/16 08:09:00,127.772,127.774,127.752,127.757,127.785,127.787,127.765,127.77
2016/02/16 08:10:00,127.757,127.771,127.755,127.757,127.77,127.784,127.768,127.77
2016/02/16 08:11:00,127.757,127.772,127.748,127.77,127.77,127.785,127.761,127.783
2016/02/16 08:12:00,127.77,127.773,127.753,127.771,127.783,127.786,127.766,127.784
2016/02/16 08:13:00,127.771,127.79,127.757,127.788,127.784,127.803,127.77,127.801
2016/02/16 08:14:00,127.788,127.791,127.772,127.772,127.801,127.804,127.785,127.785
2016/02/16 08:15:00,127.772,127.789,127.77,127.789,127.785,127.802,127.783,127.802
2016/02/16 08:16:00,127.789,127.791,127.771,127.771,127.802,127.804,127.784,127.784
2016/02/16 08:17:00,127.771,127.774,127.767,127.774,127.784,127.787,127.78,127.787
2016/02/16 08:18:00,127.774,127.829,127.768,127.812,127.787,127.842,127.781,127.825
2016/02/16 08:19:00,127.812,127.83,127.811,127.815,127.825,127.843,127.824,127.828
