日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
2016/02/26 07:00:00,124.479,124.479,124.456,124.456,124.519,124.531,124.51,124.51
2016/02/26 07:01:00,124.456,124.488,124.448,124.47,124.51,124.533,124.481,124.528
2016/02/26 07:02:00,124.47,124.485,124.468,124.485,124.528,124.528,124.513,124.525
2016/02/26 07:03:00,124.485,124.497,124.472,124.496,124.525,124.536,124.517,124.536
2016/02/26 07:04:00,124.496,124.506,124.473,124.473,124.536,124.539,124.518,124.518
2016/02/26 07:05:00,124.473,124.484,124.473,124.481,124.518,124.529,124.517,124.526
2016/02/26 07:06:00,124.481,124.494,124.481,124.489,124.526,124.539,124.525,124.534
2016/02/26 07:07:00,124.489,124.525,124.485,124.523,124.534,124.565,124.515,124.563
2016/02/26 07:08:00,124.523,124.528,124.509,124.513,124.563,124.563,124.546,124.553
2016/02/26 07:09:00,124.513,124.52,124.502,124.517,124.553,124.56,124.536,124.557
2016/02/26 07:10:00,124.517,124.54,124.517,124.52,124.557,124.558,124.533,124.533
2016/02/26 07:11:00,124.52,124.527,124.518,124.527,124.533,124.54,124.531,124.54
2016/02/26 07:12:00,124.527,124.53,124.526,124.529,124.54,124.543,124.539,124.542
2016/02/26 07:13:00,124.529,124.531,124.529,124.53,124.542,124.544,124.542,124.543
2016/02/26 07:14:00,124.53,124.578,124.529,124.556,124.543,124.591,124.542,124.569
2016/02/26 07:15:00,124.556,124.558,124.55,124.55,124.569,124.571,124.563,124.563
2016/02/26 07:16:00,124.55,124.55,124.532,124.539,124.563,124.563,124.545,124.552
2016/02/26 07:17:00,124.539,124.543,124.531,124.533,124.552,124.556,124.544,124.546
2016/02/26 07:18:00,124.533,124.533,124.516,124.521,124.546,124.546,124.529,124.534
2016/02/26 07:19:00,124.521,124.526,124.499,124.504,124.534,124.539,124.512,124.517
2016/02/26 07:20:00,124.504,124.504,124.5,124.5,124.517,124.517,124.513,124.513
2016/02/26 07:21:00,124.5,124.519,124.5,124.507,124.513,124.532,124.513,124.52
2016/02/26 07:22:00,124.507,124.521,124.506,124.521,124.52,124.534,124.519,124.534
2016/02/26 07:23:00,124.521,124.533,124.499,124.512,124.534,124.546,124.512,124.525
2016/02/26 07:24:00,124.512,124.512,124.476,124.477,124.525,124.525,124.489,124.49
2016/02/26 07:25:00,124.477,124.511,124.477,124.507,124.49,124.524,124.49,124.52
2016/02/26 07:26:00,124.507,124.511,124.494,124.5,124.52,124.524,124.507,124.513
2016/02/26 07:27:00,124.5,124.512,124.5,124.511,124.513,124.525,124.513,124.524
2016/02/26 07:28:00,124.511,124.518,124.507,124.517,124.524,124.531,124.52,124.53
2016/02/26 07:29:00,124.517,124.53,124.514,124.522,124.53,124.543,124.527,124.535
2016/02/26 07:30:00,124.522,124.532,124.515,124.528,124.535,124.545,124.528,124.541
2016/02/26 07:31:00,124.528,124.533,124.509,124.518,124.541,124.546,124.522,124.531
2016/02/26 07:32:00,124.518,124.519,124.51,124.515,124.531,124.532,124.523,124.528
2016/02/26 07:33:00,124.515,124.516,124.488,124.491,124.528,124.529,124.501,124.504
2016/02/26 07:34:00,124.491,124.5,124.485,124.487,124.504,124.513,124.498,124.5
2016/02/26 07:35:00,124.487,124.492,124.481,124.49,124.5,124.505,124.494,124.503
2016/02/26 07:36:00,124.49,124.495,124.487,124.489,124.503,124.508,124.5,124.502
2016/02/26 07:37:00,124.489,124.493,124.485,124.485,124.502,124.506,124.498,124.498
2016/02/26 07:38:00,124.485,124.49,124.484,124.486,124.498,124.503,124.497,124.499
2016/02/26 07:39:00,124.486,124.491,124.48,124.483,124.499,124.504,124.493,124.496
2016/02/26 07:40:00,124.483,124.486,124.479,124.484,124.496,124.499,124.492,124.497
