日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
2016/03/30 06:00:00,112.657,112.664,112.63,112.663,112.743,112.75,112.711,112.744
2016/03/30 06:01:00,112.663,112.663,112.629,112.65,112.744,112.744,112.683,112.695
2016/03/30 06:02:00,112.65,112.665,112.65,112.664,112.695,112.704,112.695,112.704
2016/03/30 06:03:00,112.664,112.664,112.662,112.663,112.704,112.705,112.703,112.704
2016/03/30 06:04:00,112.663,112.664,112.659,112.66,112.704,112.705,112.695,112.696
2016/03/30 06:05:00,112.66,112.66,112.653,112.655,112.696,112.704,112.694,112.698
2016/03/30 06:06:00,112.655,112.658,112.655,112.658,112.698,112.699,112.695,112.698
2016/03/30 06:07:00,112.658,112.659,112.656,112.656,112.698,112.7,112.697,112.697
2016/03/30 06:08:00,112.656,112.658,112.651,112.651,112.697,112.699,112.692,112.692
2016/03/30 06:09:00,112.651,112.654,112.651,112.653,112.692,112.695,112.692,112.695
2016/03/30 06:10:00,112.653,112.659,112.65,112.655,112.695,112.698,112.692,112.697
2016/03/30 06:11:00,112.655,112.659,112.653,112.656,112.697,112.701,112.693,112.695
2016/03/30 06:12:00,112.656,112.659,112.651,112.653,112.695,112.698,112.689,112.694
2016/03/30 06:13:00,112.653,112.654,112.649,112.651,112.694,112.695,112.689,112.691
2016/03/30 06:14:00,112.651,112.652,112.648,112.648,112.691,112.693,112.689,112.693
2016/03/30 06:15:00,112.648,112.65,112.647,112.648,112.693,112.695,112.692,112.693
2016/03/30 06:16:00,112.648,112.651,112.648,112.649,112.693,112.695,112.693,112.693
2016/03/30 06:17:00,112.649,112.654,112.647,112.653,112.693,112.694,112.687,112.689
2016/03/30 06:18:00,112.653,112.653,112.651,112.652,112.689,112.689,112.686,112.688
2016/03/30 06:19:00,112.652,112.654,112.652,112.654,112.688,112.69,112.687,112.69
2016/03/30 06:20:00,112.654,112.659,112.652,112.654,112.69,112.695,112.688,112.69
2016/03/30 06:21:00,112.654,112.654,112.651,112.652,112.69,112.69,112.687,112.688
2016/03/30 06:22:00,112.652,112.657,112.652,112.655,112.688,112.692,112.688,112.69
2016/03/30 06:23:00,112.655,112.655,112.651,112.653,112.69,112.691,112.687,112.688
2016/03/30 06:24:00,112.653,112.654,112.63,112.636,112.688,112.69,112.666,112.667
2016/03/30 06:25:00,112.636,112.659,112.636,112.655,112.667,112.695,112.667,112.691
2016/03/30 06:26:00,112.655,112.659,112.649,112.658,112.691,112.695,112.685,112.694
2016/03/30 06:27:00,112.658,112.666,112.656,112.666,112.694,112.698,112.686,112.692
2016/03/30 06:28:00,112.666,112.673,112.66,112.669,112.692,112.708,112.691,112.704
2016/03/30 06:29:00,112.669,112.672,112.667,112.669,112.704,112.705,112.703,112.705
2016/03/30 06:30:00,112.669,112.71,112.667,112.709,112.705,112.746,112.703,112.745
2016/03/30 06:31:00,112.709,112.71,112.697,112.7,112.745,112.746,112.733,112.735
2016/03/30 06:32:00,112.7,112.706,112.695,112.705,112.735,112.742,112.731,112.741
2016/03/30 06:33:00,112.705,112.719,112.705,112.714,112.741,112.754,112.74,112.749
2016/03/30 06:34:00,112.714,112.714,112.691,112.699,112.749,112.75,112.727,112.735
2016/03/30 06:35:00,112.699,112.722,112.699,112.714,112.735,112.758,112.735,112.75
2016/03/30 06:36:00,112.714,112.729,112.714,112.722,112.75,112.765,112.75,112.758
2016/03/30 06:37:00,112.722,112.73,112.722,112.722,112.758,112.766,112.756,112.756
2016/03/30 06:38:00,112.722,112.727,112.722,112.725,112.756,112.761,112.755,112.758
2016/03/30 06:39:00,112.725,112.725,112.709,112.71,112.758,112.758,112.745,112.746
2016/03/30 06:40:00,112.71,112.712,112.708,112.708,112.746,112.748,112.741,112.744
2016/03/30 06:41:00,112.708,112.708,112.694,112.698,112.744,112.744,112.73,112.734
